1.000000000000000000e+04,1.000000000000000000e+04,1.000000000000000000e+04,1.000000000000000000e+04
3.127099334189177025e+05,1.290797922074160539e+07,-3.891558898862043134e+04,2.620262759486726299e+07
5.003833509301814251e+06,2.408469077801794186e+07,5.695357492762721376e+05,5.206855929867090285e+07
6.506790425927837379e+06,-8.637205491060504690e+06,1.523020601973080775e+06,-1.364887543461922556e+07
3.179614701408962253e+06,-5.065644908465017378e+07,1.932930782386814943e+06,-1.017320102001004964e+08
-3.648400971843207255e+06,-1.419677830034272559e+07,1.956935798912957078e+06,-3.537984212285346538e+07
-2.681116103748916183e+06,3.035811521939189360e+07,1.512313475628879620e+06,5.574378747024744004e+07
-1.336160591247461038e+06,1.839577953142227605e+07,1.386031099553231150e+06,3.345689400396784022e+07
3.857804164386874181e+05,-2.240680895013418340e+05,1.285467445819062646e+06,-1.760167001872789813e+06
-4.675405698137177969e+05,-1.147911481423237920e+07,1.223011972008768702e+06,-2.494843334532512352e+07
-1.571276907202283852e+06,-1.490418960857165977e+07,1.116702762344693765e+06,-3.267201735525123030e+07
-2.757391555914040189e+06,2.580688411638671532e+06,4.237113758544683806e+05,2.466381010320064612e+06
-1.540901373083807994e+06,1.443612937307488732e+07,-1.261742521380436665e+05,2.839231873155939579e+07
1.713947458332055830e+05,2.166512534208554029e+07,-2.624085073205181980e+05,4.477164648733191192e+07
1.532355036266121780e+06,-4.691760036538646556e+06,-3.503818137754103518e+05,-6.593000688531852327e+06
2.155947595681635139e+05,-1.223206814085536078e+07,-3.971351363482697634e+05,-2.302038722188022360e+07
3.525054965592109947e+05,7.405014790759844705e+06,-4.944551818180161645e+05,1.653062315741480328e+07
3.244465158673084807e+06,1.522216010625618324e+07,-3.181606905166967190e+05,3.455746992362707108e+07
4.231169513460668735e+06,-4.945271942521185614e+06,1.499452312087350583e+05,-5.771453264604266733e+06
4.658270001670781523e+06,9.135675657200761139e+06,3.834468668394138222e+05,2.235100750424482301e+07
6.154134133727301843e+06,-4.077191239665150642e+05,1.624395552943752380e+06,2.426025522257549688e+06
4.107688760227033403e+06,-3.184603117374364659e+07,2.554562758437374607e+06,-6.412398935016522557e+07
3.002993866371230222e+06,-2.375404022075938061e+07,2.885819185517913662e+06,-4.957925831806689501e+07
-4.374867361641513184e+06,-4.783980415525518358e+07,3.048472284345708787e+06,-1.050228495462404341e+08
-1.155998509440058097e+07,-5.139782629890149832e+07,1.952158496653002920e+06,-1.169393269162930548e+08
-1.664168154554408230e+07,-5.603825344729196280e+07,9.653273539645316778e+05,-1.293020018746850044e+08
-1.367233667613504268e+07,7.826591273804596066e+07,-3.062619256732505746e+06,1.498667389496563077e+08
2.505087700285817496e+06,1.453093313464195132e+08,-4.725332466464361176e+06,3.028085539844198227e+08
1.207851165295758285e+07,1.187371329488176554e+08,-4.487371148080348037e+06,2.584505419436097443e+08
1.770766068947662413e+07,-4.416341129301749170e+07,-1.626748924788683886e+06,-6.796350765828663111e+07
6.972634938085121103e+06,-9.801927071917317808e+07,3.615158595819085604e+05,-1.903871011368709505e+08
